Suburb,Address,Rooms,Type,Price,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname,Propertycount,geom,geom_suburb,suburb area
Airport West,11 Harrington Rd,6,h,725000.0,Barry,7/05/2016,13.5,3042.0,6.0,3.0,2.0,976.0,-37.7239,144.8735,Western Metropolitan,3464.0,POINT (144.8735 -37.7239),Moonee Valley - West,0.002319174353032621
Airport West,2/252 Parer Rd,2,t,450000.0,Barry,7/05/2016,13.5,3042.0,2.0,1.0,1.0,110.0,-37.7216,144.871,Western Metropolitan,3464.0,POINT (144.871 -37.7216),Moonee Valley - West,0.002319174353032621
Airport West,3/19 Hart St,2,u,515000.0,Barry,7/11/2016,13.5,3042.0,2.0,1.0,1.0,141.0,-37.7298,144.8883,Western Metropolitan,3464.0,POINT (144.8883 -37.7298),Moonee Valley - West,0.002319174353032621
Airport West,2/62 Clydesdale Rd,2,u,530000.0,Nelson,10/09/2016,13.5,3042.0,2.0,1.0,1.0,120.0,-37.7234,144.8792,Western Metropolitan,3464.0,POINT (144.8792 -37.7234),Moonee Valley - West,0.002319174353032621
Airport West,3 Deidre Ct,3,h,895000.0,Rendina,10/09/2016,13.5,3042.0,3.0,1.0,6.0,1063.0,-37.7249,144.8728,Western Metropolitan,3464.0,POINT (144.8728 -37.7249),Moonee Valley - West,0.002319174353032621
Airport West,13 Etzel St,3,h,805000.0,Nelson,10/12/2016,13.5,3042.0,3.0,1.0,1.0,0.0,-37.7217,144.8783,Western Metropolitan,3464.0,POINT (144.8783 -37.7217),Moonee Valley - West,0.002319174353032621
Airport West,1/43 Cameron St,3,u,752000.0,Nelson,11/02/2017,13.5,3042.0,3.0,1.0,1.0,265.0,-37.7302,144.8855,Western Metropolitan,3464.0,POINT (144.8855 -37.7302),Moonee Valley - West,0.002319174353032621
Airport West,145a Victory Rd,2,u,440000.0,Barry,13/08/2016,13.5,3042.0,2.0,1.0,1.0,192.0,-37.7177,144.8787,Western Metropolitan,3464.0,POINT (144.8787 -37.7177),Moonee Valley - West,0.002319174353032621
Airport West,241 Parer Rd,5,h,755000.0,Propertyau,14/05/2016,13.5,3042.0,3.0,2.0,2.0,596.0,-37.7248,144.8699,Western Metropolitan,3464.0,POINT (144.8699 -37.7248),Moonee Valley - West,0.002319174353032621
Airport West,2/40 Earl St,3,t,700000.0,Brad,15/10/2016,13.5,3042.0,3.0,2.0,2.0,165.0,-37.727,144.887,Western Metropolitan,3464.0,POINT (144.887 -37.727),Moonee Valley - West,0.002319174353032621
Airport West,180 Parer Rd,3,h,830000.0,Barry,16/04/2016,13.5,3042.0,3.0,1.0,2.0,971.0,-37.7186,144.876,Western Metropolitan,3464.0,POINT (144.876 -37.7186),Moonee Valley - West,0.002319174353032621
Airport West,4/54 Hawker St,2,u,462500.0,Barry,16/07/2016,13.5,3042.0,2.0,1.0,1.0,164.0,-37.7218,144.8863,Western Metropolitan,3464.0,POINT (144.8863 -37.7218),Moonee Valley - West,0.002319174353032621
Airport West,43 Hillside Gr,3,h,670000.0,Barry,16/07/2016,13.5,3042.0,3.0,2.0,2.0,657.0,-37.7269,144.8742,Western Metropolitan,3464.0,POINT (144.8742 -37.7269),Moonee Valley - West,0.002319174353032621
Airport West,174 Parer Rd,2,h,675000.0,Barry,16/07/2016,13.5,3042.0,2.0,1.0,1.0,612.0,-37.7187,144.8765,Western Metropolitan,3464.0,POINT (144.8765 -37.7187),Moonee Valley - West,0.002319174353032621
Airport West,138 Victory Rd,3,h,1042000.0,Nelson,16/07/2016,13.5,3042.0,3.0,2.0,5.0,612.0,-37.7173,144.8796,Western Metropolitan,3464.0,POINT (144.8796 -37.7173),Moonee Valley - West,0.002319174353032621
Airport West,75 King St,3,h,910000.0,McDonald,17/09/2016,13.5,3042.0,3.0,1.0,1.0,775.0,-37.7231,144.8835,Western Metropolitan,3464.0,POINT (144.8835 -37.7231),Moonee Valley - West,0.002319174353032621
Airport West,6 Kittyhawk St,4,h,773000.0,Brad,17/09/2016,13.5,3042.0,5.0,3.0,4.0,531.0,-37.7263,144.8679,Western Metropolitan,3464.0,POINT (144.8679 -37.7263),Moonee Valley - West,0.002319174353032621
Airport West,478 Fullarton Rd,3,h,810000.0,Barry,18/03/2017,13.5,3042.0,3.0,3.0,2.0,555.0,-37.7285,144.8694,Western Metropolitan,3464.0,POINT (144.8694 -37.7285),Moonee Valley - West,0.002319174353032621
Airport West,144 Marshall Rd,3,h,715000.0,Rendina,18/03/2017,13.5,3042.0,3.0,2.0,2.0,422.0,-37.7164,144.8792,Western Metropolitan,3464.0,POINT (144.8792 -37.7164),Moonee Valley - West,0.002319174353032621
Airport West,106 Parer Rd,3,h,790000.0,Nelson,18/03/2017,13.5,3042.0,3.0,1.0,3.0,614.0,-37.7194,144.8827,Western Metropolitan,3464.0,POINT (144.8827 -37.7194),Moonee Valley - West,0.002319174353032621
Airport West,3/7 South Rd,3,t,540000.0,Nelson,18/06/2016,13.5,3042.0,2.0,2.0,1.0,161.0,-37.7231,144.8802,Western Metropolitan,3464.0,POINT (144.8802 -37.7231),Moonee Valley - West,0.002319174353032621
Airport West,37 North St,3,t,825000.0,Barry,19/11/2016,13.5,3042.0,3.0,2.0,1.0,293.0,-37.72,144.8776,Western Metropolitan,3464.0,POINT (144.8776 -37.72),Moonee Valley - West,0.002319174353032621
Airport West,10 Hilbert Rd,3,h,685000.0,Barry,22/05/2016,13.5,3042.0,3.0,1.0,1.0,579.0,-37.7226,144.8733,Western Metropolitan,3464.0,POINT (144.8733 -37.7226),Moonee Valley - West,0.002319174353032621
Airport West,110 Halsey Rd,3,h,805000.0,Barry,22/08/2016,13.5,3042.0,3.0,1.0,1.0,623.0,-37.7184,144.882,Western Metropolitan,3464.0,POINT (144.882 -37.7184),Moonee Valley - West,0.002319174353032621
Airport West,2/13 North St,2,u,510000.0,Nelson,22/08/2016,13.5,3042.0,2.0,1.0,1.0,141.0,-37.7202,144.8797,Western Metropolitan,3464.0,POINT (144.8797 -37.7202),Moonee Valley - West,0.002319174353032621
Airport West,105a Victory Rd,3,h,612000.0,Nelson,22/08/2016,13.5,3042.0,3.0,2.0,1.0,212.0,-37.7181,144.8824,Western Metropolitan,3464.0,POINT (144.8824 -37.7181),Moonee Valley - West,0.002319174353032621
Airport West,117 Marshall Rd,3,h,662000.0,Brad,23/04/2016,13.5,3042.0,3.0,1.0,2.0,612.0,-37.7169,144.8815,Western Metropolitan,3464.0,POINT (144.8815 -37.7169),Moonee Valley - West,0.002319174353032621
Airport West,34 Moorna Dr,4,h,978000.0,Nelson,24/09/2016,13.5,3042.0,4.0,3.0,2.0,532.0,-37.7263,144.869,Western Metropolitan,3464.0,POINT (144.869 -37.7263),Moonee Valley - West,0.002319174353032621
Airport West,33 North St,3,h,720000.0,Nelson,25/02/2017,13.5,3042.0,3.0,1.0,1.0,585.0,-37.72,144.878,Western Metropolitan,3464.0,POINT (144.878 -37.72),Moonee Valley - West,0.002319174353032621
Airport West,49 Roberts Rd,4,h,765000.0,Prof.,27/11/2016,13.5,3042.0,4.0,1.0,2.0,509.0,-37.7261,144.8785,Western Metropolitan,3464.0,POINT (144.8785 -37.7261),Moonee Valley - West,0.002319174353032621
Airport West,85 Roberts Rd,4,h,900000.0,Harcourts,27/11/2016,13.5,3042.0,4.0,2.0,3.0,628.0,-37.7256,144.8739,Western Metropolitan,3464.0,POINT (144.8739 -37.7256),Moonee Valley - West,0.002319174353032621
Albert Park,105 Kerferd Rd,2,h,1275000.0,hockingstuart,3/09/2016,3.3,3206.0,2.0,1.0,0.0,120.0,-37.8459,144.9555,Southern Metropolitan,3280.0,POINT (144.9555 -37.8459),Port Phillip - West,0.0036864469584525447
Albert Park,85 Richardson St,2,h,1455000.0,Thomson,3/09/2016,3.3,3206.0,2.0,1.0,0.0,159.0,-37.845,144.9538,Southern Metropolitan,3280.0,POINT (144.9538 -37.845),Port Phillip - West,0.0036864469584525447
Albert Park,94 Graham St,3,h,1850000.0,Greg,4/03/2017,3.3,3206.0,3.0,2.0,0.0,128.0,-37.8452,144.9488,Southern Metropolitan,3280.0,POINT (144.9488 -37.8452),Port Phillip - West,0.0036864469584525447
Albert Park,396 Montague St,2,h,1436000.0,RT,4/03/2017,3.3,3206.0,2.0,1.0,0.0,130.0,-37.8431,144.9565,Southern Metropolitan,3280.0,POINT (144.9565 -37.8431),Port Phillip - West,0.0036864469584525447
Albert Park,75 Graham St,2,h,1110000.0,Marshall,6/08/2016,3.3,3206.0,1.0,1.0,0.0,147.0,-37.8444,144.9484,Southern Metropolitan,3280.0,POINT (144.9484 -37.8444),Port Phillip - West,0.0036864469584525447
Albert Park,54 Brooke St,2,h,1550000.0,Sotheby's,7/05/2016,3.3,3206.0,2.0,1.0,1.0,167.0,-37.8405,144.9521,Southern Metropolitan,3280.0,POINT (144.9521 -37.8405),Port Phillip - West,0.0036864469584525447
Albert Park,104 Richardson St,4,h,2300000.0,Marshall,7/05/2016,3.3,3206.0,4.0,2.0,1.0,153.0,-37.8447,144.9523,Southern Metropolitan,3280.0,POINT (144.9523 -37.8447),Port Phillip - West,0.0036864469584525447
Albert Park,4a Mills St,3,t,1550000.0,Marshall,7/11/2016,3.3,3206.0,3.0,2.0,2.0,718.0,-37.8443,144.9598,Southern Metropolitan,3280.0,POINT (144.9598 -37.8443),Port Phillip - West,0.0036864469584525447
Albert Park,1 Moubray St,3,h,1800000.0,Greg,7/11/2016,3.3,3206.0,3.0,2.0,1.0,132.0,-37.8415,144.952,Southern Metropolitan,3280.0,POINT (144.952 -37.8415),Port Phillip - West,0.0036864469584525447
Albert Park,29 Faussett St,2,h,2120000.0,Greg,10/09/2016,3.3,3206.0,2.0,1.0,1.0,199.0,-37.8422,144.9554,Southern Metropolitan,3280.0,POINT (144.9554 -37.8422),Port Phillip - West,0.0036864469584525447
Albert Park,3 Herbert St,3,h,1800000.0,Cayzer,10/09/2016,3.3,3206.0,3.0,1.0,1.0,253.0,-37.8443,144.9579,Southern Metropolitan,3280.0,POINT (144.9579 -37.8443),Port Phillip - West,0.0036864469584525447
Albert Park,24 Kerferd Pl,3,h,1800000.0,Marshall,10/09/2016,3.3,3206.0,3.0,2.0,1.0,90.0,-37.8421,144.9571,Southern Metropolitan,3280.0,POINT (144.9571 -37.8421),Port Phillip - West,0.0036864469584525447
Albert Park,44 Draper St,2,h,1810000.0,Greg,10/12/2016,3.3,3206.0,2.0,1.0,0.0,240.0,-37.8379,144.9539,Southern Metropolitan,3280.0,POINT (144.9539 -37.8379),Port Phillip - West,0.0036864469584525447
Albert Park,2 Dundas Pl,3,h,2615000.0,Cayzer,10/12/2016,3.3,3206.0,3.0,2.0,1.0,177.0,-37.8415,144.9585,Southern Metropolitan,3280.0,POINT (144.9585 -37.8415),Port Phillip - West,0.0036864469584525447
Albert Park,23 Finlay St,5,h,2100000.0,Greg,10/12/2016,3.3,3206.0,5.0,2.0,1.0,237.0,-37.8436,144.9557,Southern Metropolitan,3280.0,POINT (144.9557 -37.8436),Port Phillip - West,0.0036864469584525447
Albert Park,31 Richardson St,3,h,1300000.0,hockingstuart,10/12/2016,3.3,3206.0,3.0,1.0,0.0,129.0,-37.8422,144.94899999999996,Southern Metropolitan,3280.0,POINT (144.949 -37.8422),Port Phillip - West,0.0036864469584525447
Albert Park,4a Gatehouse La,3,h,1370000.0,Greg,12/06/2016,3.3,3206.0,3.0,2.0,2.0,0.0,-37.8451,144.9511,Southern Metropolitan,3280.0,POINT (144.9511 -37.8451),Port Phillip - West,0.0036864469584525447
Albert Park,60 Brooke St,2,h,1000000.0,Cayzer,12/11/2016,3.3,3206.0,2.0,1.0,0.0,288.0,-37.8407,144.9523,Southern Metropolitan,3280.0,POINT (144.9523 -37.8407),Port Phillip - West,0.0036864469584525447
Albert Park,70 Barrett St,3,h,2575000.0,Greg,15/10/2016,3.3,3206.0,3.0,2.0,1.0,228.0,-37.8445,144.9501,Southern Metropolitan,3280.0,POINT (144.9501 -37.8445),Port Phillip - West,0.0036864469584525447
Albert Park,65 Graham St,2,h,1322500.0,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,149.0,-37.8443,144.9481,Southern Metropolitan,3280.0,POINT (144.9481 -37.8443),Port Phillip - West,0.0036864469584525447
Albert Park,364 Montague St,2,h,1562500.0,Greg,15/10/2016,3.3,3206.0,2.0,1.0,0.0,141.0,-37.8424,144.9562,Southern Metropolitan,3280.0,POINT (144.9562 -37.8424),Port Phillip - West,0.0036864469584525447
Albert Park,86 Mills St,3,h,2000000.0,RT,16/04/2016,3.3,3206.0,3.0,2.0,1.0,211.0,-37.847,144.9575,Southern Metropolitan,3280.0,POINT (144.9575 -37.847),Port Phillip - West,0.0036864469584525447
Albert Park,129 Kerferd Rd,3,h,1900000.0,Greg,18/03/2017,3.3,3206.0,3.0,1.0,0.0,209.0,-37.8468,144.9546,Southern Metropolitan,3280.0,POINT (144.9546 -37.8468),Port Phillip - West,0.0036864469584525447
Albert Park,97 Page St,3,h,3010000.0,Greg,18/03/2017,3.3,3206.0,3.0,2.0,0.0,147.0,-37.8473,144.9551,Southern Metropolitan,3280.0,POINT (144.9551 -37.8473),Port Phillip - West,0.0036864469584525447
Albert Park,55 Withers St,4,h,2800000.0,Cayzer,18/06/2016,3.3,3206.0,4.0,3.0,1.0,327.0,-37.8467,144.9475,Southern Metropolitan,3280.0,POINT (144.9475 -37.8467),Port Phillip - West,0.0036864469584525447
Albert Park,10/140 Kerferd Rd,2,u,647000.0,Greg,22/05/2016,3.3,3206.0,2.0,1.0,1.0,0.0,-37.846,144.9542,Southern Metropolitan,3280.0,POINT (144.9542 -37.846),Port Phillip - West,0.0036864469584525447
Albert Park,55 Merton St,3,h,2100000.0,Marshall,23/04/2016,3.3,3206.0,2.0,1.0,1.0,120.0,-37.8427,144.9546,Southern Metropolitan,3280.0,POINT (144.9546 -37.8427),Port Phillip - West,0.0036864469584525447
Albert Park,49 Page St,3,h,2000000.0,Marshall,24/09/2016,3.3,3206.0,3.0,1.0,1.0,238.0,-37.8461,144.9528,Southern Metropolitan,3280.0,POINT (144.9528 -37.8461),Port Phillip - West,0.0036864469584525447
Albert Park,13/52 Moubray St,1,u,442500.0,Marshall,25/02/2017,3.3,3206.0,1.0,1.0,0.0,0.0,-37.8421,144.9517,Southern Metropolitan,3280.0,POINT (144.9517 -37.8421),Port Phillip - West,0.0036864469584525447
Albert Park,115 Page St,4,h,4735000.0,Marshall,25/02/2017,3.3,3206.0,4.0,2.0,1.0,330.0,-37.8477,144.9558,Southern Metropolitan,3280.0,POINT (144.9558 -37.8477),Port Phillip - West,0.0036864469584525447
Albert Park,32 Page St,2,h,1340000.0,Greg,25/02/2017,3.3,3206.0,2.0,1.0,0.0,136.0,-37.846,144.9517,Southern Metropolitan,3280.0,POINT (144.9517 -37.846),Port Phillip - West,0.0036864469584525447
Albert Park,34 Richardson St,3,h,1801000.0,hockingstuart,25/02/2017,3.3,3206.0,3.0,1.0,1.0,202.0,-37.8429,144.9493,Southern Metropolitan,3280.0,POINT (144.9493 -37.8429),Port Phillip - West,0.0036864469584525447
Albert Park,2b Dundas Pl,3,h,1532000.0,Chisholm,26/07/2016,3.3,3206.0,3.0,3.0,1.0,0.0,-37.8415,144.9585,Southern Metropolitan,3280.0,POINT (144.9585 -37.8415),Port Phillip - West,0.0036864469584525447
Albert Park,22 Greig St,3,h,3755000.0,Greg,26/07/2016,3.3,3206.0,3.0,2.0,2.0,325.0,-37.8413,144.95,Southern Metropolitan,3280.0,POINT (144.95 -37.8413),Port Phillip - West,0.0036864469584525447
Albert Park,27 Barrett St,4,h,2140000.0,Greg,27/06/2016,3.3,3206.0,3.0,2.0,1.0,183.0,-37.8434,144.9495,Southern Metropolitan,3280.0,POINT (144.9495 -37.8434),Port Phillip - West,0.0036864469584525447
Albert Park,44 Greig St,2,h,1750000.0,Marshall,27/11/2016,3.3,3206.0,2.0,1.0,1.0,162.0,-37.8416,144.9488,Southern Metropolitan,3280.0,POINT (144.9488 -37.8416),Port Phillip - West,0.0036864469584525447
Albert Park,6 Brooke St,2,h,980000.0,Greg,28/05/2016,3.3,3206.0,2.0,1.0,0.0,79.0,-37.8387,144.9519,Southern Metropolitan,3280.0,POINT (144.9519 -37.8387),Port Phillip - West,0.0036864469584525447
